"","code","number","title","units","time","description","effective","GE"
"7803","PMR","405A","Healthy Living: Leading by Example ","1"," Clinical Activity—1 hour; Discussion—2 hours; Laboratory—4 hours; Lecture—4 hours","Prerequisite(s): Consent of Instructor. Improve the physical and mental health of participating students while supplementing their medical education with specific concepts. May be repeated for credit. (P/F grading only.) "," 2014 Fall Quarter.",NA
"7804","PMR","405B","Healthy Living: Leading by Example ","0.5"," Clinical Activity—1 hour; Discussion—2 hours; Laboratory—4 hours; Lecture—4 hours","Prerequisite(s): Consent of Instructor. Improve the physical and mental health of participating students while supplementing their medical education with specific concepts. May be repeated for credit. (P/F grading only.) "," 2014 Fall Quarter.",NA
"7805","PMR","421","Introduction to Sports Medicine ","1"," Clinical Activity—4 hours; Fieldwork; Lecture—1 hour","Introduction to basic concepts of Sports Medicine in Physical Medicine and Rehabilitation. Students attend afternoon clinic with Sports Medicine attending; attend lectures focusing on Sports Medicine topics. Students also eligible to cover sporting events with attending physicians where available. (P/F grading only.) ","",NA
"7806","PMR","440","Rehabilitation Medicine Clerkship ","3"," Clinical Activity—36 hours; Lecture/Discussion—4 hours","Prerequisite(s): IMD 430; SUR 430; and Consent of Instructor. Rehabilitation and comprehensive care of physically disabled and physical medicine management of neurologic, neuromuscular and musculoskeletal disorders. Emphasis on evaluation and conservative treatment of spinal disorders, sports injuries and neuromuscular disease. Emphasis on inpatient rehabilitation, pediatrics, spine or sports possible. (H/P/F grading only.) "," 2008 Spring Quarter.",NA
"7807","PMR","461","Rehabilitation Medicine ","6"," Clinical Activity—36 hours; Lecture/Discussion—4 hours","Prerequisite(s): IMD 430; SUR 430; and Consent of Instructor. 4-week rotation designed as broad overview of PM&R practice for students interested in residency training in the specialty. Emphasis on evaluation and conservative treatment of spinal disorders, sports injuries, neuromuscular disease, neurological and nonoperative orthopedic problems requiring rehabilitative management. (H/P/F grading only.) "," 2008 Winter Quarter.",NA
"7808","PMR","462","Rehabilitation Medicine Clinical Elective ","5-18"," Clinical Activity","Prerequisite(s): IMD 430; SUR 430; and Consent of Instructor. Completion of third year in Medical School. Emphasis on evaluation of patients with neurological or orthopaedic problems requiring rehabilitative techniques for their management. Introduction to management of such patients. Physical Medicine and Rehabilitation at off-campus facility must be approved by Chairperson. (H/P/F grading only.) "," 1997 Winter Quarter.",NA
"7809","PMR","470","Away Acting Internship in Physical Medicine & Rehabilitation ","3-6"," Clinical Activity","Prerequisite(s): Consent of Instructor. AI Externship option for PM&R rotations at other institutions. May be repeated for credit. (H/P/F grading only.) "," 2018 Spring Quarter.",NA
"7810","PMR","493","Applied Musculoskeletal Anatomy: Sports & Spine SSM ","6"," Clinical Activity—4 hours; Laboratory—16 hours; Lecture—5 hours; Lecture/Lab—10 hours","Prerequisite(s): Consent of Instructor. Restricted to UC Davis School of Medicine students only. This four week module will review the anatomy and biomechanics of the musculoskeletal system as well as its associated pathology. The students will be instructed on appropriate musculoskeletal exam techniques and logical approach to the patient in the clinical setting. (H/P/F grading only.) "," 2008 Winter Quarter.",NA
"7811","PMR","498","Advanced Group Study ","1-5"," Variable","Prerequisite(s): Consent of Instructor. Study and experience for medical students in any of a number of areas in physical medicine and rehabilitation. (H/P/F grading only.) "," 1997",NA
"7812","PMR","499","Research for Medical Students ","1-12"," Variable","Prerequisite(s): Consent of Instructor. Research on any of a variety of topics in physical medicine and rehabilitation. May be repeated for credit. (H/P/F grading only.) "," 2017 Fall",NA
"7813","POL","001","American National Government ","4"," Discussion—1 hour; Lecture—3 hours","Survey of American national government, including the constitutional system, political culture, parties, elections, the presidency, Congress, and the courts. "," 1997 Winter Quarter."," ACGH, SS, WE. "
"7814","POL","002","Introduction to Comparative Politics ","4"," Discussion—1 hour; Lecture—3 hours","Introduction to basic concepts in political analysis and application of them in comparative studies of selected countries. Coverage is given to cultural and other informal dimensions of politics as well as to more formal political and governmental structures. "," 1997 Winter Quarter."," SS, WC, WE. "
"7815","POL","003","International Relations ","4"," Discussion—1 hour; Lecture—3 hours","International conflict and cooperation, including the Cold War, nuclear weapons, and new techniques for understanding international politics. "," 2011 Fall Quarter."," SS, WC, WE. "
"7816","POL","004","Basic Concepts in Political Theory ","4"," Discussion—1 hour; Lecture—3 hours","Analysis of such concepts as the individual, community, liberty, equality, justice, and natural law as developed in the works of the major political philosophers. "," 1997 Winter Quarter."," AH, SS, WC, WE. "
"7817","POL","005","Contemporary Problems of the American Political System ","4"," Discussion—1 hour; Lecture—3 hours","In-depth treatment of selected problems and issues of American politics, governmental institutions, and policies. ",""," ACGH, SS, WE. "
"7818","POL","007","Contemporary Issues in Law and Politics ","4"," Seminar—4 hours","Limited enrollment; open to students having no more than 40.1 units. Seminar focusing on the political dimensions of American law and institutions. Examines the role of courts in resolving contemporary issues of law and politics including abortion, capital punishment, and civil rights. "," 1997 Winter Quarter."," ACGH, SS, WE. "
"7819","POL","011A","America Decides: Who Will Win This Year's Election? ","4"," Lecture—3 hours; Term Paper/Discussion—1 hour","Survey of factors influencing presidential and congressional elections. Analysis of candidate nominations, campaign strategy, campaign finance, media coverage, and voter decision-making. "," 2016 Fall"," ACGH, SS, WE. "
"7820","POL","011C","Politics and Film ","4"," Lecture—3 hours; Term Paper/Discussion—1 hour","Survey of portrayals of politics and policy issues in moving pictures. Analysis of political processes, policy development, social mores, and historical periods as highlighted in Hollywood movies, television, and/or documentary films. "," 2016 Fall Quarter."," ACGH, SS, VL, WE. "
"7821","POL","011D","Political Persuasion ","4"," Lecture—3 hours; Term Paper/Discussion—1 hour","Examination of political influence and persuasion. "," 2016 Fall Quarter."," SS, WE. "
"7822","POL","012A","Politics and Sports ","4"," Lecture—3 hours; Term Paper/Discussion—1 hour","Core issues in American and world politics through the lens of sports and the athletes who play them. The introduction of American civil rights movement, the Cold War, Middle East Tensions, and democratization. ",""," SS, WE. "
"7823","POL","012B","Climate Change and Politics ","4"," Lecture—3 hours; Term Paper/Discussion—1 hour","Analysis of political institutions' response and adaptation to climate change. "," 2016 Fall Quarter."," SS, WE. "
"7824","POL","012Y","Data Visualization in the Social Sciences ","4"," Laboratory—1.5 hours; Lecture—2 hours; Web Virtual Lecture—1.5 hours","Introduction to quantitative data across the social sciences (Communications, Political Science, Psychology, Sociology, and other disciplines). Transforming data, describing data, producing graphs, visual reasoning, and interpretations. (Same course as Communications 12Y, Sociology 12Y, Psychology 12Y.) "," 2016 Spring Quarter."," QL, VL. "
"7825","POL","051","Scientific Study of Politics ","4"," Discussion—1 hour; Lecture—3 hours","Introduction to the basic principles of the scientific study of politics. Research design and empirical analysis of data with applications to different methodological approaches and different substantive areas in political science. "," 2006 Fall Quarter."," AH, QL, SE, SS, VL, WE. "
"7826","POL","090X","Lower Division Seminar ","4"," Seminar—4 hours","Prerequisite(s): Consent of Instructor. Lower division standing. Limited enrollment. Examines fundamental issues and concepts that shape the study and practice of politics. Students will read, discuss and write about some of the most significant texts in political science in order to develop a foundation for the study of politics. "," 1997 Winter Quarter.",NA
"7827","POL","099","Special Study for Undergraduates ","1-5"," Variable","Prerequisite(s): Consent of Instructor. (P/NP grading only.) "," 1997 Winter",NA
"7828","POL","100","Local Government and Politics ","4"," Lecture—3 hours; Term Paper/Discussion—1 hour","Prerequisite(s): POL 001 recommended. Politics and government of local communities in the United States, including cities, counties and special districts. Emphasizes sources and varieties of community conflict, legislative and executive patterns, expertise, decision making and the politics of structure. Observation of local governing boards. "," 2016 Spring Quarter."," ACGH, SS, WE. "
